marginal_price,ordinary_base,ordinary_quote,inventory_ratio,active_liquidity
0.942,220.3257374565544,160.5668446840743,0.7287702586981522,1000.0
0.9440000000000001,219.23371199077283,161.59662411928963,0.7370975141181342,1000.0
0.9460000000000001,218.14515144083106,162.62531326302627,0.7454913033312877,1000.0
0.948,217.06003752220118,163.65291557104686,0.753952304805569,1000.0
0.95,215.9783520851542,164.67943448089636,0.7624812065237347,1000.0
0.952,214.90007711348483,165.70487341203741,0.7710787061492382,1000.0
0.954,213.8251947232519,166.7292357659824,0.7797455111956075,1000.0
0.9560000000000001,212.75368716153278,167.75252492642542,0.7884823391994127,1000.0
0.958,211.68553680519045,168.77474425937254,0.797289917896905,1000.0
0.96,210.62072615965758,169.79589711327122,0.80616898540441,1000.0
0.962,209.55923785773206,170.81598681913832,0.815120290402582,1000.0
0.964,208.5010546583881,171.83501669068622,0.824144592324599,1000.0
0.966,207.44615944559965,172.85299002444918,0.8332426615484192,1000.0
0.968,206.39453522717724,173.86991009990746,0.8424152795931824,1000.0
